Initialising...
Simulation: Reached termination time.
Starting CloudSim version 3.0
Broker is starting...
Datacenter is starting...
Entities started.
0.0: Broker: Cloud Resource List received with 1 resource(s)
Wear out cost Host #0 VM #0 Device #HDD_0_0 Cost 1.8236006399999998
Wear out cost Host #0 VM #1 Device #HDD_0_0 Cost 1.8236006399999998
Wear out cost Host #0 VM #2 Device #HDD_0_0 Cost 1.8236006399999998
Wear out cost Host #0 VM #3 Device #HDD_0_0 Cost 1.8236006399999998
Wear out cost Host #0 VM #4 Device #HDD_0_0 Cost 1.8236006399999998
Wear out cost Host #0 VM #5 Device #HDD_0_0 Cost 1.8236006399999998
Wear out cost Host #0 VM #6 Device #HDD_0_0 Cost 1.8236006399999998
Wear out cost Host #0 VM #7 Device #HDD_0_0 Cost 1.8236006399999998

300,10: [Host #0] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #0] energy is 0,00 W*sec
Wear out cost Host #1 VM #8 Device #HDD_0_1 Cost 1.8236006399999998
Wear out cost Host #1 VM #9 Device #HDD_0_1 Cost 1.8236006399999998
Wear out cost Host #1 VM #10 Device #HDD_0_1 Cost 1.8236006399999998
Wear out cost Host #1 VM #11 Device #HDD_0_1 Cost 1.8236006399999998
Wear out cost Host #1 VM #12 Device #HDD_0_1 Cost 1.8236006399999998
Wear out cost Host #1 VM #13 Device #HDD_0_1 Cost 1.8236006399999998
Wear out cost Host #1 VM #14 Device #HDD_0_1 Cost 1.8236006399999998
Wear out cost Host #1 VM #15 Device #HDD_0_1 Cost 1.8236006399999998

300,10: [Host #1] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #1] energy is 0,00 W*sec
Wear out cost Host #2 VM #16 Device #HDD_0_2 Cost 1.8236006399999998
Wear out cost Host #2 VM #17 Device #HDD_0_2 Cost 1.8236006399999998
Wear out cost Host #2 VM #18 Device #HDD_0_2 Cost 1.8236006399999998
Wear out cost Host #2 VM #19 Device #HDD_0_2 Cost 1.8236006399999998
Wear out cost Host #2 VM #20 Device #HDD_0_2 Cost 1.8236006399999998
Wear out cost Host #2 VM #21 Device #HDD_0_2 Cost 1.8236006399999998
Wear out cost Host #2 VM #22 Device #HDD_0_2 Cost 1.8236006399999998
Wear out cost Host #2 VM #23 Device #HDD_0_2 Cost 1.8236006399999998

300,10: [Host #2] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #2] energy is 0,00 W*sec
Wear out cost Host #3 VM #24 Device #HDD_0_3 Cost 1.8236006399999998
Wear out cost Host #3 VM #25 Device #HDD_0_3 Cost 1.8236006399999998
Wear out cost Host #3 VM #26 Device #HDD_0_3 Cost 1.8236006399999998
Wear out cost Host #3 VM #27 Device #HDD_0_3 Cost 1.8236006399999998
Wear out cost Host #3 VM #28 Device #HDD_0_3 Cost 1.8236006399999998
Wear out cost Host #3 VM #29 Device #HDD_0_3 Cost 1.8236006399999998
Wear out cost Host #3 VM #30 Device #HDD_0_3 Cost 1.8236006399999998
Wear out cost Host #3 VM #31 Device #HDD_0_3 Cost 1.8236006399999998

300,10: [Host #3] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #3] energy is 0,00 W*sec
Wear out cost Host #4 VM #32 Device #HDD_0_4 Cost 1.8236006399999998
Wear out cost Host #4 VM #33 Device #HDD_0_4 Cost 1.8236006399999998
Wear out cost Host #4 VM #34 Device #HDD_0_4 Cost 1.8236006399999998
Wear out cost Host #4 VM #35 Device #HDD_0_4 Cost 1.8236006399999998
Wear out cost Host #4 VM #36 Device #HDD_0_4 Cost 1.8236006399999998
Wear out cost Host #4 VM #37 Device #HDD_0_4 Cost 1.8236006399999998
Wear out cost Host #4 VM #38 Device #HDD_0_4 Cost 1.8236006399999998
Wear out cost Host #4 VM #39 Device #HDD_0_4 Cost 1.8236006399999998

300,10: [Host #4] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #4] energy is 0,00 W*sec
Wear out cost Host #5 VM #40 Device #HDD_0_5 Cost 1.8236006399999998
Wear out cost Host #5 VM #41 Device #HDD_0_5 Cost 1.8236006399999998
Wear out cost Host #5 VM #42 Device #HDD_0_5 Cost 1.8236006399999998
Wear out cost Host #5 VM #43 Device #HDD_0_5 Cost 1.8236006399999998
Wear out cost Host #5 VM #44 Device #HDD_0_5 Cost 1.8236006399999998
Wear out cost Host #5 VM #45 Device #HDD_0_5 Cost 1.8236006399999998
Wear out cost Host #5 VM #46 Device #HDD_0_5 Cost 1.8236006399999998
Wear out cost Host #5 VM #47 Device #HDD_0_5 Cost 1.8236006399999998

300,10: [Host #5] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #5] energy is 0,00 W*sec
Wear out cost Host #6 VM #48 Device #HDD_0_6 Cost 1.8236006399999998
Wear out cost Host #6 VM #49 Device #HDD_0_6 Cost 1.8236006399999998
Wear out cost Host #6 VM #50 Device #HDD_0_6 Cost 1.8236006399999998
Wear out cost Host #6 VM #51 Device #HDD_0_6 Cost 1.8236006399999998
Wear out cost Host #6 VM #52 Device #HDD_0_6 Cost 1.8236006399999998
Wear out cost Host #6 VM #53 Device #HDD_0_6 Cost 1.8236006399999998
Wear out cost Host #6 VM #54 Device #HDD_0_6 Cost 1.8236006399999998
Wear out cost Host #6 VM #55 Device #HDD_0_6 Cost 1.8236006399999998

300,10: [Host #6] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #6] energy is 0,00 W*sec
Wear out cost Host #7 VM #56 Device #HDD_0_7 Cost 1.8236006399999998
Wear out cost Host #7 VM #57 Device #HDD_0_7 Cost 1.8236006399999998
Wear out cost Host #7 VM #58 Device #HDD_0_7 Cost 1.8236006399999998
Wear out cost Host #7 VM #59 Device #HDD_0_7 Cost 1.8236006399999998
Wear out cost Host #7 VM #60 Device #HDD_0_7 Cost 1.8236006399999998
Wear out cost Host #7 VM #61 Device #HDD_0_7 Cost 1.8236006399999998
Wear out cost Host #7 VM #62 Device #HDD_0_7 Cost 1.8236006399999998
Wear out cost Host #7 VM #63 Device #HDD_0_7 Cost 1.8236006399999998

300,10: [Host #7] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #7] energy is 0,00 W*sec
Wear out cost Host #8 VM #64 Device #HDD_0_8 Cost 1.8236006399999998
Wear out cost Host #8 VM #65 Device #HDD_0_8 Cost 1.8236006399999998
Wear out cost Host #8 VM #66 Device #HDD_0_8 Cost 1.8236006399999998
Wear out cost Host #8 VM #67 Device #HDD_0_8 Cost 1.8236006399999998
Wear out cost Host #8 VM #68 Device #HDD_0_8 Cost 1.8236006399999998
Wear out cost Host #8 VM #69 Device #HDD_0_8 Cost 1.8236006399999998
Wear out cost Host #8 VM #70 Device #HDD_0_8 Cost 1.8236006399999998
Wear out cost Host #8 VM #71 Device #HDD_0_8 Cost 1.8236006399999998

300,10: [Host #8] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #8] energy is 0,00 W*sec
Wear out cost Host #9 VM #72 Device #HDD_0_9 Cost 1.8236006399999998
Wear out cost Host #9 VM #73 Device #HDD_0_9 Cost 1.8236006399999998
Wear out cost Host #9 VM #74 Device #HDD_0_9 Cost 1.8236006399999998
Wear out cost Host #9 VM #75 Device #HDD_0_9 Cost 1.8236006399999998
Wear out cost Host #9 VM #76 Device #HDD_0_9 Cost 1.8236006399999998
Wear out cost Host #9 VM #77 Device #HDD_0_9 Cost 1.8236006399999998
Wear out cost Host #9 VM #78 Device #HDD_0_9 Cost 1.8236006399999998
Wear out cost Host #9 VM #79 Device #HDD_0_9 Cost 1.8236006399999998

300,10: [Host #9] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #9] energy is 0,00 W*sec
Wear out cost Host #10 VM #80 Device #HDD_0_10 Cost 1.8236006399999998
Wear out cost Host #10 VM #81 Device #HDD_0_10 Cost 1.8236006399999998
Wear out cost Host #10 VM #82 Device #HDD_0_10 Cost 1.8236006399999998
Wear out cost Host #10 VM #83 Device #HDD_0_10 Cost 1.8236006399999998
Wear out cost Host #10 VM #84 Device #HDD_0_10 Cost 1.8236006399999998
Wear out cost Host #10 VM #85 Device #HDD_0_10 Cost 1.8236006399999998
Wear out cost Host #10 VM #86 Device #HDD_0_10 Cost 1.8236006399999998
Wear out cost Host #10 VM #87 Device #HDD_0_10 Cost 1.8236006399999998

300,10: [Host #10] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #10] energy is 0,00 W*sec
Wear out cost Host #11 VM #88 Device #HDD_0_11 Cost 1.8236006399999998
Wear out cost Host #11 VM #89 Device #HDD_0_11 Cost 1.8236006399999998
Wear out cost Host #11 VM #90 Device #HDD_0_11 Cost 1.8236006399999998
Wear out cost Host #11 VM #91 Device #HDD_0_11 Cost 1.8236006399999998
Wear out cost Host #11 VM #92 Device #HDD_0_11 Cost 1.8236006399999998
Wear out cost Host #11 VM #93 Device #HDD_0_11 Cost 1.8236006399999998
Wear out cost Host #11 VM #94 Device #HDD_0_11 Cost 1.8236006399999998
Wear out cost Host #11 VM #95 Device #HDD_0_11 Cost 1.8236006399999998

300,10: [Host #11] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #11] energy is 0,00 W*sec
Wear out cost Host #12 VM #96 Device #HDD_0_12 Cost 1.8236006399999998
Wear out cost Host #12 VM #97 Device #HDD_0_12 Cost 1.8236006399999998
Wear out cost Host #12 VM #98 Device #HDD_0_12 Cost 1.8236006399999998
Wear out cost Host #12 VM #99 Device #HDD_0_12 Cost 1.8236006399999998
Wear out cost Host #12 VM #100 Device #HDD_0_12 Cost 1.8236006399999998
Wear out cost Host #12 VM #101 Device #HDD_0_12 Cost 1.8236006399999998
Wear out cost Host #12 VM #102 Device #HDD_0_12 Cost 1.8236006399999998
Wear out cost Host #12 VM #103 Device #HDD_0_12 Cost 1.8236006399999998

300,10: [Host #12] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #12] energy is 0,00 W*sec
Wear out cost Host #13 VM #104 Device #HDD_0_13 Cost 1.8236006399999998
Wear out cost Host #13 VM #105 Device #HDD_0_13 Cost 1.8236006399999998
Wear out cost Host #13 VM #106 Device #HDD_0_13 Cost 1.8236006399999998
Wear out cost Host #13 VM #107 Device #HDD_0_13 Cost 1.8236006399999998
Wear out cost Host #13 VM #108 Device #HDD_0_13 Cost 1.8236006399999998
Wear out cost Host #13 VM #109 Device #HDD_0_13 Cost 1.8236006399999998
Wear out cost Host #13 VM #110 Device #HDD_0_13 Cost 1.8236006399999998
Wear out cost Host #13 VM #111 Device #HDD_0_13 Cost 1.8236006399999998

300,10: [Host #13] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #13] energy is 0,00 W*sec
Wear out cost Host #14 VM #112 Device #HDD_0_14 Cost 1.8236006399999998
Wear out cost Host #14 VM #113 Device #HDD_0_14 Cost 1.8236006399999998
Wear out cost Host #14 VM #114 Device #HDD_0_14 Cost 1.8236006399999998
Wear out cost Host #14 VM #115 Device #HDD_0_14 Cost 1.8236006399999998
Wear out cost Host #14 VM #116 Device #HDD_0_14 Cost 1.8236006399999998
Wear out cost Host #14 VM #117 Device #HDD_0_14 Cost 1.8236006399999998
Wear out cost Host #14 VM #118 Device #HDD_0_14 Cost 1.8236006399999998
Wear out cost Host #14 VM #119 Device #HDD_0_14 Cost 1.8236006399999998

300,10: [Host #14] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #14] energy is 0,00 W*sec
Wear out cost Host #15 VM #120 Device #HDD_0_15 Cost 1.8236006399999998
Wear out cost Host #15 VM #121 Device #HDD_0_15 Cost 1.8236006399999998
Wear out cost Host #15 VM #122 Device #HDD_0_15 Cost 1.8236006399999998
Wear out cost Host #15 VM #123 Device #HDD_0_15 Cost 1.8236006399999998
Wear out cost Host #15 VM #124 Device #HDD_0_15 Cost 1.8236006399999998
Wear out cost Host #15 VM #125 Device #HDD_0_15 Cost 1.8236006399999998
Wear out cost Host #15 VM #126 Device #HDD_0_15 Cost 1.8236006399999998
Wear out cost Host #15 VM #127 Device #HDD_0_15 Cost 1.8236006399999998

300,10: [Host #15] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #15] energy is 0,00 W*sec
Wear out cost Host #16 VM #128 Device #HDD_0_16 Cost 1.8236006399999998
Wear out cost Host #16 VM #129 Device #HDD_0_16 Cost 1.8236006399999998
Wear out cost Host #16 VM #130 Device #HDD_0_16 Cost 1.8236006399999998
Wear out cost Host #16 VM #131 Device #HDD_0_16 Cost 1.8236006399999998
Wear out cost Host #16 VM #132 Device #HDD_0_16 Cost 1.8236006399999998
Wear out cost Host #16 VM #133 Device #HDD_0_16 Cost 1.8236006399999998
Wear out cost Host #16 VM #134 Device #HDD_0_16 Cost 1.8236006399999998
Wear out cost Host #16 VM #135 Device #HDD_0_16 Cost 1.8236006399999998

300,10: [Host #16] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #16] energy is 0,00 W*sec
Wear out cost Host #17 VM #136 Device #HDD_0_17 Cost 1.8236006399999998
Wear out cost Host #17 VM #137 Device #HDD_0_17 Cost 1.8236006399999998
Wear out cost Host #17 VM #138 Device #HDD_0_17 Cost 1.8236006399999998
Wear out cost Host #17 VM #139 Device #HDD_0_17 Cost 1.8236006399999998
Wear out cost Host #17 VM #140 Device #HDD_0_17 Cost 1.8236006399999998
Wear out cost Host #17 VM #141 Device #HDD_0_17 Cost 1.8236006399999998
Wear out cost Host #17 VM #142 Device #HDD_0_17 Cost 1.8236006399999998
Wear out cost Host #17 VM #143 Device #HDD_0_17 Cost 1.8236006399999998

300,10: [Host #17] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #17] energy is 0,00 W*sec
Wear out cost Host #18 VM #144 Device #HDD_0_18 Cost 1.8236006399999998
Wear out cost Host #18 VM #145 Device #HDD_0_18 Cost 1.8236006399999998
Wear out cost Host #18 VM #146 Device #HDD_0_18 Cost 1.8236006399999998
Wear out cost Host #18 VM #147 Device #HDD_0_18 Cost 1.8236006399999998
Wear out cost Host #18 VM #148 Device #HDD_0_18 Cost 1.8236006399999998
Wear out cost Host #18 VM #149 Device #HDD_0_18 Cost 1.8236006399999998
Wear out cost Host #18 VM #150 Device #HDD_0_18 Cost 1.84410624
Wear out cost Host #18 VM #151 Device #HDD_0_18 Cost 1.84410624

300,10: [Host #18] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #18] energy is 0,00 W*sec
Wear out cost Host #19 VM #152 Device #HDD_0_19 Cost 1.84410624
Wear out cost Host #19 VM #153 Device #HDD_0_19 Cost 1.84410624
Wear out cost Host #19 VM #154 Device #HDD_0_19 Cost 1.84410624
Wear out cost Host #19 VM #155 Device #HDD_0_19 Cost 1.84410624
Wear out cost Host #19 VM #156 Device #HDD_0_19 Cost 1.84410624
Wear out cost Host #19 VM #157 Device #HDD_0_19 Cost 1.84410624
Wear out cost Host #19 VM #158 Device #HDD_0_19 Cost 1.84410624
Wear out cost Host #19 VM #159 Device #HDD_0_19 Cost 1.84410624

300,10: [Host #19] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #19] energy is 0,00 W*sec
Wear out cost Host #20 VM #160 Device #HDD_0_20 Cost 1.84410624
Wear out cost Host #20 VM #161 Device #HDD_0_20 Cost 1.84410624
Wear out cost Host #20 VM #162 Device #HDD_0_20 Cost 1.84410624
Wear out cost Host #20 VM #163 Device #HDD_0_20 Cost 1.84410624
Wear out cost Host #20 VM #164 Device #HDD_0_20 Cost 1.84410624
Wear out cost Host #20 VM #165 Device #HDD_0_20 Cost 1.84410624
Wear out cost Host #20 VM #166 Device #HDD_0_20 Cost 1.84410624
Wear out cost Host #20 VM #167 Device #HDD_0_20 Cost 1.84410624

300,10: [Host #20] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #20] energy is 0,00 W*sec
Wear out cost Host #21 VM #168 Device #HDD_0_21 Cost 1.84410624
Wear out cost Host #21 VM #169 Device #HDD_0_21 Cost 1.84410624
Wear out cost Host #21 VM #170 Device #HDD_0_21 Cost 1.84410624
Wear out cost Host #21 VM #171 Device #HDD_0_21 Cost 1.84410624
Wear out cost Host #21 VM #172 Device #HDD_0_21 Cost 1.84410624
Wear out cost Host #21 VM #173 Device #HDD_0_21 Cost 1.84410624
Wear out cost Host #21 VM #174 Device #HDD_0_21 Cost 1.84410624
Wear out cost Host #21 VM #175 Device #HDD_0_21 Cost 1.84410624

300,10: [Host #21] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #21] energy is 0,00 W*sec
Wear out cost Host #22 VM #176 Device #HDD_0_22 Cost 1.84410624
Wear out cost Host #22 VM #177 Device #HDD_0_22 Cost 1.84410624
Wear out cost Host #22 VM #178 Device #HDD_0_22 Cost 1.84410624
Wear out cost Host #22 VM #179 Device #HDD_0_22 Cost 1.84410624
Wear out cost Host #22 VM #180 Device #HDD_0_22 Cost 1.84410624
Wear out cost Host #22 VM #181 Device #HDD_0_22 Cost 1.84410624
Wear out cost Host #22 VM #182 Device #HDD_0_22 Cost 1.84410624
Wear out cost Host #22 VM #183 Device #HDD_0_22 Cost 1.84410624

300,10: [Host #22] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #22] energy is 0,00 W*sec
Wear out cost Host #23 VM #184 Device #HDD_0_23 Cost 1.84410624
Wear out cost Host #23 VM #185 Device #HDD_0_23 Cost 1.84410624
Wear out cost Host #23 VM #186 Device #HDD_0_23 Cost 1.84410624
Wear out cost Host #23 VM #187 Device #HDD_0_23 Cost 1.84410624
Wear out cost Host #23 VM #188 Device #HDD_0_23 Cost 1.84410624
Wear out cost Host #23 VM #189 Device #HDD_0_23 Cost 1.84410624
Wear out cost Host #23 VM #190 Device #HDD_0_23 Cost 1.84410624
Wear out cost Host #23 VM #191 Device #HDD_0_23 Cost 1.84410624

300,10: [Host #23] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #23] energy is 0,00 W*sec
Wear out cost Host #24 VM #192 Device #HDD_0_24 Cost 1.84410624
Wear out cost Host #24 VM #193 Device #HDD_0_24 Cost 1.84410624
Wear out cost Host #24 VM #194 Device #HDD_0_24 Cost 1.84410624
Wear out cost Host #24 VM #195 Device #HDD_0_24 Cost 1.84410624
Wear out cost Host #24 VM #196 Device #HDD_0_24 Cost 1.84410624
Wear out cost Host #24 VM #197 Device #HDD_0_24 Cost 1.84410624
Wear out cost Host #24 VM #198 Device #HDD_0_24 Cost 1.84410624
Wear out cost Host #24 VM #199 Device #HDD_0_24 Cost 1.84410624

300,10: [Host #24] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #24] energy is 0,00 W*sec
Wear out cost Host #25 VM #200 Device #HDD_0_25 Cost 1.84410624
Wear out cost Host #25 VM #201 Device #HDD_0_25 Cost 1.84410624
Wear out cost Host #25 VM #202 Device #HDD_0_25 Cost 1.84410624
Wear out cost Host #25 VM #203 Device #HDD_0_25 Cost 1.84410624
Wear out cost Host #25 VM #204 Device #HDD_0_25 Cost 1.84410624
Wear out cost Host #25 VM #205 Device #HDD_0_25 Cost 1.84410624
Wear out cost Host #25 VM #206 Device #HDD_0_25 Cost 1.84410624
Wear out cost Host #25 VM #207 Device #HDD_0_25 Cost 1.84410624

300,10: [Host #25] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #25] energy is 0,00 W*sec
Wear out cost Host #26 VM #208 Device #HDD_0_26 Cost 1.84410624
Wear out cost Host #26 VM #209 Device #HDD_0_26 Cost 1.84410624
Wear out cost Host #26 VM #210 Device #HDD_0_26 Cost 1.84410624
Wear out cost Host #26 VM #211 Device #HDD_0_26 Cost 1.84410624
Wear out cost Host #26 VM #212 Device #HDD_0_26 Cost 1.84410624
Wear out cost Host #26 VM #213 Device #HDD_0_26 Cost 1.84410624
Wear out cost Host #26 VM #214 Device #HDD_0_26 Cost 1.84410624
Wear out cost Host #26 VM #215 Device #HDD_0_26 Cost 1.84410624

300,10: [Host #26] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #26] energy is 0,00 W*sec
Wear out cost Host #27 VM #216 Device #HDD_0_27 Cost 1.84410624
Wear out cost Host #27 VM #217 Device #HDD_0_27 Cost 1.84410624
Wear out cost Host #27 VM #218 Device #HDD_0_27 Cost 1.84410624
Wear out cost Host #27 VM #219 Device #HDD_0_27 Cost 1.84410624
Wear out cost Host #27 VM #220 Device #HDD_0_27 Cost 1.84410624
Wear out cost Host #27 VM #221 Device #HDD_0_27 Cost 1.84410624
Wear out cost Host #27 VM #222 Device #HDD_0_27 Cost 1.84410624
Wear out cost Host #27 VM #223 Device #HDD_0_27 Cost 1.84410624

300,10: [Host #27] utilization at 0,00 was 0,00%, now is 100,00%
300,10: [Host #27] energy is 0,00 W*sec
Wear out cost Host #28 VM #224 Device #HDD_0_28 Cost 1.84410624
Wear out cost Host #28 VM #225 Device #HDD_0_28 Cost 1.84410624
Wear out cost Host #28 VM #226 Device #HDD_0_28 Cost 1.84410624
Wear out cost Host #28 VM #227 Device #HDD_0_28 Cost 1.84410624
Wear out cost Host #28 VM #228 Device #HDD_0_28 Cost 1.84410624
